n_exp,w1,w2,k_value,rho,n_obs,n_hidden,T,original_phrase,attacked_phrase,kl-d,p_clean,p_att,d2original,exp_util,seconds
0,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['high', 'china', 'still', '.', 'india', 'says', 'pakistan', 'top', 'time', 'prices', 'chief', 'human', 'second', 'eu', 'people', 'rights', 'bird', 'attack', 'united', 'militants', 'vote', 'opposition', 'council', 'north', 'saturday', 'troops', 'says', 'tehran', 'media', 'defense']",4.687121681885166,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.64103656e-04 1.09717320e-02 1.26962807e-03 1.40784177e-03
 1.30222463e-04 2.84228335e-04 5.25097900e-04 2.19479708e-04
 1.83802943e-03 1.80382268e-04 2.40305405e-04 3.29107064e-04
 1.83169254e-04 1.05561658e-02 1.44028637e-01 2.81817031e-03
 4.79556743e-04 5.21597548e-03 1.81180175e-04 4.52770504e-03
 1.78861929e-04 1.13978715e-02 3.06129701e-04 1.41509867e-03
 2.60554442e-04 3.53293782e-04 2.61593007e-04 8.28602209e-04
 7.99447277e-01]",0.06666666666666667,12.37459238622887,3000
1,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['u.n.', 'near', 'fighting', 'u.s.', 'iraq', 'tehran', 'nato', 'department', 'african', 'least', 'percent', 'say', 'time', 'violence', 'ago', 'pakistani', '-', 'left', 'suicide', 'aid', 'found', 'government', 'talks', 'dead', 'attacks', 'united', 'second', 'wounded', 'islamic', 'afghan']",3.8431992780275523,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.88090368e-04 1.17364819e-02 5.21470632e-03 2.21299972e-04
 1.61351760e-05 9.38131584e-04 1.18266388e-04 9.95457514e-04
 6.31820398e-03 1.27932128e-04 9.98101277e-05 2.93704090e-04
 5.19656414e-04 8.74596902e-03 9.34144254e-01 2.65974702e-03
 4.70543922e-03 7.18125714e-03 4.64555067e-05 9.48746271e-04
 1.65280230e-04 1.70786449e-04 9.73348539e-04 5.63866926e-03
 5.43538240e-04 1.89717843e-03 5.67740995e-04 3.18390656e-03
 1.63980667e-03]",0.0,8.68712117057874,3000
2,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['suicide', 'killing', 'years', 'israeli', 'states', '""', 'years', 'human', 'called', 'palestinian', 'january', 'presidential', 'country', 'terrorist', 'nation', 'efforts', 'east', 'coalition', 'minister', 'authorities', 'north', 'top', 'united', 'time', 'israeli', 'workers', 'trade', 'last', 'called', 'percent']",4.215204926322585,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.11965577e-04 6.90717403e-03 7.14986050e-01 3.24964388e-04
 8.36906903e-06 6.89942722e-04 6.29471057e-05 2.78262359e-04
 2.92331059e-03 1.56300307e-05 8.35259489e-05 1.50457776e-04
 7.59185254e-04 1.23209301e-02 1.16713551e-02 1.17521653e-01
 3.48892321e-02 7.39696158e-04 2.13196515e-05 3.09204732e-04
 2.59361302e-05 2.53568688e-05 4.71225530e-04 2.27581293e-03
 5.24855526e-04 9.16714166e-04 1.97279093e-04 1.09913100e-03
 8.96885124e-02]",0.03333333333333333,10.429518917672073,3000
3,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['weeks', 'monday', 'first', '.', '""', 'sunday', 'public', 'african', 'nearly', 'also', 'group', 'bomb', 'korea', 'major', 'month', 'power', 'russia', 'british', 'charges', 'turkey', 'still', 'officials', 'army', 'north', 'sunday', 'pakistani', 'local', 'reported', 'announced', 'may']",10.610683304696778,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[8.63596844e-07 1.15971560e-05 3.05050838e-06 1.19522761e-06
 1.91337367e-07 1.04807998e-06 9.01209654e-07 1.72952822e-06
 4.40566589e-06 1.89635170e-06 6.09839624e-07 9.31667175e-07
 1.20716231e-06 4.25971274e-06 1.04912351e-05 1.65622118e-06
 1.92945126e-06 5.73376472e-06 3.96945156e-07 3.47761358e-06
 1.19243878e-06 2.92076083e-06 1.80807657e-06 8.99872960e-06
 1.67806836e-06 1.92501290e-06 1.44611954e-06 2.11578009e-06
 9.99920343e-01]",0.1,25.222526261144104,3000
4,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['hamas', 'afghanistan', 'dead', 'u.s.', '.', '""', 'northern', 'week', 'parliament', 'council', 'force', 'called', 'tuesday', 'national', 'thousands', 'foreign', 'weeks', 'month', ""'"", 'blast', 'official', 'islamic', 'city', 'march', 'death', 'department', 'friday', 'company', 'global', 'confirmed']",11.157575960969487,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[9.49333139e-08 1.41106021e-05 9.99904404e-01 4.14526467e-07
 9.00302486e-09 4.79300797e-07 6.75655700e-08 2.89565027e-07
 2.48013930e-06 1.47854787e-08 3.38019596e-08 2.83755396e-07
 1.07850005e-06 6.84863580e-06 9.90703772e-06 2.17666567e-06
 2.49225448e-06 5.17257954e-06 1.43097562e-08 4.76972516e-07
 2.78115190e-08 2.83597522e-08 8.84894708e-07 8.02593699e-06
 6.61946335e-07 1.04884976e-06 1.90161253e-07 3.57700294e-06
 3.47065529e-05]",0.0,23.31619188433578,3000
5,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['israel', 'killing', 'four', '.', ""'s"", '""', 'rights', 'told', 'among', 'north', ',', 'saying', '2003', 'past', 'program', 'african', 'detained', 'high', 'wounded', 'house', 'organization', 'statement', 'since', 'state', 'meet', 'made', 'india', 'make', 'washington', 'leaders']",7.4047146766704435,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[2.09125081e-05 4.46585228e-04 2.55207534e-02 7.60445537e-05
 5.11477352e-06 2.24790132e-05 2.07820007e-05 1.80008607e-05
 6.00603404e-05 8.25612293e-06 1.30567262e-05 3.28039442e-05
 8.69295375e-05 9.53777531e-05 1.12806872e-04 4.27717540e-05
 3.68761667e-05 1.34512009e-01 3.94598164e-03 6.16947904e-05
 8.38538737e-06 2.01852950e-05 5.20121738e-05 3.81604101e-04
 6.64234893e-05 3.66365888e-05 1.99418200e-05 7.44490610e-04
 8.33531024e-01]",0.06666666666666667,17.809399167255194,3000
6,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['organization', 'tuesday', 'among', '.', 'says', '""', 'talks', ')', 'told', 'china', 'region', 'man', 'korea', 'afghan', '%', 'time', 'presidential', 'plans', 'election', 'states', 'time', 'korea', 'political', 'deal', 'held', 'forces', 'nuclear', 'major', 'nations', 'french']",7.512381285099426,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.87441380e-05 4.70549376e-04 2.70882064e-02 8.09351521e-05
 5.56156858e-06 2.19902207e-05 2.07940256e-05 1.74607506e-05
 5.95691876e-05 7.64597270e-06 1.08443958e-05 3.99100362e-05
 9.23318828e-05 9.66063108e-05 1.10642623e-04 4.53415903e-05
 3.61423275e-05 1.44706605e-04 9.86301191e-06 6.20844787e-05
 7.81344017e-06 1.84389189e-05 5.43012454e-05 4.02150541e-04
 6.94622635e-05 3.49165952e-05 1.69718967e-05 6.98364753e-02
 9.01119540e-01]",0.23333333333333334,23.024338486742252,3000
7,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['eastern', 'peace', 'chinese', '.', ""'s"", '""', 'talks', '(', 'africa', 'china', 'pakistani', 'town', 'africa', 'saying', 'japan', 'western', 'said', 'global', 'democratic', '20', 'iran', 'world', ')', 'used', 'tuesday', ""'s"", 'nuclear', 'terrorist', 'force', 'dead']",7.403878010306729,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[2.16831397e-05 4.53440056e-04 2.59665261e-02 7.61002815e-05
 5.66380278e-06 2.24986728e-05 2.07457130e-05 1.80110806e-05
 6.04485821e-05 8.12600177e-06 1.34051771e-05 3.26082137e-05
 8.75354725e-05 9.75079775e-05 1.14785049e-04 4.31994548e-05
 3.63571033e-05 1.36411202e-01 3.97085002e-03 6.12933137e-05
 8.23063011e-06 2.05226487e-05 5.22823291e-05 3.82685211e-04
 6.63506430e-05 3.56393259e-05 1.86540320e-05 7.69639624e-04
 8.31124009e-01]",0.23333333333333334,22.809059534130004,3000
8,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'venezuela', 'report', '.', ',', '""', 'arrested', 'pakistan', 'britain', 'china', 'year', 'set', 'korea', 'leader', 'japan', 'near', 'called', 'oil', 'united', 'states', 'military', 'tuesday', 'soldiers', 'militant', 'four', 'china', 'capital', 'peace', 'first', 'last']",7.4771988823248705,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.20849745e-05 3.34349677e-01 1.86327089e-02 5.80419211e-05
 4.04760671e-03 1.76036058e-05 1.57195507e-05 1.28266434e-05
 4.55469897e-05 6.60465954e-06 9.10690136e-06 2.58190360e-05
 6.59826380e-05 6.72130886e-05 7.99739904e-05 3.27818286e-05
 2.46430039e-05 1.04306096e-04 6.25265420e-06 4.61701526e-05
 6.71315963e-06 1.52737037e-05 3.91777994e-05 2.86798423e-04
 4.96261053e-05 2.49939744e-05 1.29856129e-05 5.42373208e-05
 6.41849524e-01]",0.2,21.954821546530752,3000
9,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'opposition', 'power', '.', '.', '""', 'general', 'called', 'among', 'china', 'place', 'year', 'bank', 'official', 'democratic', 'including', 'six', 'bird', 'country', 'elections', 'said', 'fire', 'members', 'soldiers', 'west', 'suspected', 'northern', 'violence', 'confirmed', 'chinese']",10.687407307399036,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[5.22735435e-07 1.70466939e-05 9.66741596e-01 2.96065681e-06
 1.95065051e-07 7.86843600e-07 7.61801330e-07 6.26147641e-07
 2.14389159e-06 2.96704065e-07 2.97743218e-07 1.29845933e-06
 3.37759239e-06 3.97915014e-06 4.02019598e-06 1.66311514e-06
 1.20331947e-06 5.25492393e-06 3.25246755e-07 2.30603819e-06
 2.96288069e-07 7.09206215e-07 1.98615644e-06 1.46258485e-05
 2.50342616e-06 1.23889798e-06 6.03227110e-07 2.74582893e-06
 3.31846284e-02]",0.1,25.375128806195498,3000
0,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['fire', 'general', 'al-qaida', 'pakistan', '.', '""', 'israel', 'public', 'human', 'south', 'department', 'south', 'says', 'government', 'took', 'made', 'west', 'eu', '(', 'states', 'several', 'korea', 'east', 'following', 'economic', 'blast', 'men', 'pakistani', 'efforts', 'presidential']",11.013077160766088,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[9.44519205e-08 1.39830852e-05 9.99855499e-01 4.37393405e-07
 1.01207014e-08 5.85482735e-07 7.43395810e-08 3.08834641e-07
 2.77291693e-06 1.79784795e-08 3.82071438e-08 2.81143240e-07
 1.14586857e-06 7.54992449e-06 9.82881923e-06 1.95937720e-06
 2.68310606e-06 4.80849798e-06 1.62299068e-08 5.02831815e-07
 3.20601531e-08 4.03529228e-08 9.13018147e-07 7.72889573e-06
 7.78321583e-07 1.10360259e-06 2.07892947e-07 3.35278444e-06
 8.32456225e-05]",0.1,26.026260778677305,6000
1,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['iraqi', 'global', 'reporters', '.', '""', '""', 'killing', 'northern', 'forces', 'new', 'american', 'palestinian', 'fighting', 'year', 'state', 'visit', 'u.s.', 'days', ',', 'council', 'area', 'months', 'aid', 'security', 'japan', ""'s"", 'nations', ',', 'chavez', 'border']",14.086322263701074,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.63737920e-08 5.35829315e-07 2.93729912e-05 9.23572497e-08
 6.64525681e-09 2.66667456e-08 2.61969649e-08 2.12926788e-08
 6.98956872e-08 1.05810491e-08 9.96638558e-09 4.26313325e-08
 1.04190245e-07 1.11863469e-07 1.31847521e-07 5.30577041e-08
 3.98896832e-08 1.65693390e-07 9.25472789e-09 7.89013356e-08
 1.00579578e-08 2.96802508e-08 6.17190064e-08 4.46950400e-07
 7.73624622e-08 3.92331157e-08 1.92355589e-08 8.39263489e-08
 9.99968306e-01]",0.03333333333333333,30.17255683257461,6000
2,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['violence', ')', 'african', '.', 'says', 'says', 'members', 'nato', 'economic', 'end', 'another', 'head', 'northern', 'thousands', 'foreign', 'friday', 'killing', 'deal', 'next', 'u.s.', 'newspaper', 'near', 'russian', 'israeli', 'democratic', ""'s"", 'one', 'central', 'told', 'reports']",5.285412877392609,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.69989591e-04 6.75547872e-03 7.47010041e-04 8.60051983e-04
 7.78906705e-05 1.75646529e-04 3.24441299e-04 1.40595910e-04
 1.13463099e-03 1.05067660e-04 1.92577263e-04 1.91832939e-04
 1.14291547e-04 6.59449481e-03 8.62843681e-03 1.71696132e-03
 2.98079503e-04 3.21195596e-03 1.38015560e-04 2.75361791e-03
 1.07409125e-04 6.92207346e-03 1.89154681e-04 8.92165341e-04
 1.72298842e-04 2.30176081e-04 1.77694048e-04 4.73758531e-01
 4.83219430e-01]",0.03333333333333333,12.571850165429604,6000
3,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['indian', 'expected', 'capital', '.', '""', '""', 'forces', 'israeli', 'china', 'french', 'recent', 'european', 'korea', 'group', 'japan', 'state', 'taleban', ',', 'two', 'public', 'confirmed', 'saying', 'statement', 'oil', '%', 'security', 'nuclear', 'foreign', 'meanwhile', 'group']",14.07876165316063,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[2.89640396e-08 5.31679602e-07 2.90816022e-05 9.19973765e-08
 5.85558012e-09 2.68396189e-08 2.59017081e-08 2.19674565e-08
 6.99311664e-08 1.03472840e-08 1.85193592e-08 3.95493559e-08
 1.04443813e-07 1.05328082e-07 1.26279551e-07 5.21073771e-08
 3.87714763e-08 1.69708912e-07 1.62378652e-08 7.50535156e-08
 1.06519294e-08 2.54411879e-08 6.23031569e-08 4.55912080e-07
 8.03881914e-08 4.12308068e-08 2.27242022e-08 8.64728492e-08
 9.99968574e-01]",0.13333333333333333,33.15685418239804,6000
4,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['place', 'war', 'among', '.', ',', '""', 'economic', '(', 'african', 'insurgents', 'ministry', 'south', 'secretary', ""shi'ite"", 'government', ',', 'efforts', ',', 'home', 'states', 'north', ""'"", 'left', 'north', 'korea', ""'s"", 'ago', 'ministry', ')', 'energy']",7.57152779111074,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.02892557e-05 3.32826933e-01 1.93171041e-02 5.73425550e-05
 3.90082785e-03 1.50645946e-05 1.43194697e-05 1.17254290e-05
 4.11753560e-05 5.10996031e-06 5.67194801e-06 2.46935768e-05
 6.54852671e-05 6.82516914e-05 7.82761647e-05 3.20268295e-05
 2.53882763e-05 1.00593009e-04 5.35849981e-06 4.34733771e-05
 5.12425509e-06 1.27413155e-05 3.81483398e-05 2.83591640e-04
 4.84911876e-05 2.39550660e-05 1.11472309e-05 5.38440284e-05
 6.42873847e-01]",0.36666666666666664,27.142912821050214,6000
5,2.0,1.0,10000000.0,1.0,300,29,1,"['mr.', 'said', 'among', 'countries', 'six', 'party', 'talks', '(', 'among', 'china', ',', 'south', 'korea', ',', 'japan', ',', 'russia', ',', 'united', 'states', 'north', 'korea', ')', 'north', 'korea', ""'s"", 'nuclear', 'program', ')', '.']","['mr.', 'said', 'among', '.', ',', '""', 'american', '(', 'among', 'china', ',', 'south', '$', 'week', 'agency', ',', 'russia', ',', 'united', '$', 'north', 'korea', 'trade', 'chavez', 'korea', ""'s"", 'nuclear', 'also', ')', 'peace']",7.570607206975436,"[1.91835860e-03 4.99946951e-02 2.60585458e-02 1.66899464e-03
 9.46369609e-05 4.80658030e-01 1.61218995e-03 9.17483031e-03
 6.71247815e-02 9.96410622e-04 1.50725822e-03 7.33856177e-04
 4.24548650e-03 6.63889142e-02 6.82515287e-02 1.29038951e-03
 3.01499354e-02 1.65189964e-02 8.56529463e-04 9.48547154e-03
 3.72914365e-03 1.09363482e-03 7.55671906e-03 2.99775799e-02
 6.22199249e-03 3.24691500e-02 4.53655719e-02 5.14016009e-03
 2.97162088e-02]","[1.02163889e-05 3.32222443e-01 1.92116239e-02 5.73270117e-05
 4.08572556e-03 1.50863666e-05 1.43719089e-05 1.18035111e-05
 4.12179362e-05 5.22017784e-06 5.60174266e-06 2.47191642e-05
 6.54965931e-05 6.78230166e-05 7.83846043e-05 3.21331549e-05
 2.51856745e-05 1.00894320e-04 5.43414359e-06 4.37077752e-05
 5.17925614e-06 1.30951219e-05 3.81972896e-05 2.83666536e-04
 4.85037522e-05 2.40865880e-05 1.12701935e-05 5.37347452e-05
 6.43397851e-01]",0.6,34.14028042533023,6000
